,mmu00010,mmu00030,mmu00051,mmu00240,mmu00250,mmu00410,mmu00430,mmu00511,mmu00513,mmu00520,mmu00531,mmu00600,mmu00603,mmu00604,mmu00650,mmu01100,mmu01200,mmu01230,mmu01232,mmu01240,mmu01521,mmu04010,mmu04014,mmu04015,mmu04020,mmu04022,mmu04024,mmu04060,mmu04066,mmu04070,mmu04072,mmu04080,mmu04114,mmu04142,mmu04144,mmu04145,mmu04148,mmu04151,mmu04210,mmu04218,mmu04270,mmu04310,mmu04350,mmu04371,mmu04380,mmu04390,mmu04510,mmu04512,mmu04540,mmu04550,mmu04610,mmu04611,mmu04621,mmu04625,mmu04630,mmu04710,mmu04714,mmu04720,mmu04721,mmu04723,mmu04724,mmu04725,mmu04726,mmu04727,mmu04728,mmu04730,mmu04750,mmu04810,mmu04814,mmu04912,mmu04915,mmu04918,mmu04919,mmu04921,mmu04922,mmu04924,mmu04925,mmu04926,mmu04927,mmu04928,mmu04929,mmu04934,mmu04935,mmu04940,mmu04970,mmu04971,mmu04972,mmu05010,mmu05012,mmu05017,mmu05020,mmu05022,mmu05032,mmu05033,mmu05034,mmu05152,mmu05163,mmu05165,mmu05167,mmu05170,mmu05200,mmu05202,mmu05205,mmu05206,mmu05214,mmu05215,mmu05217,mmu05218,mmu05230,mmu05231,mmu05323,mmu05418
cell_6005,-0.75,-0.75,-0.75,-0.9375,0.9375,0.9375,0.9375,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,0.9375,-0.24206896,-0.75,-0.75,-0.9375,-0.9375,0.375,0.58064514,0.58064514,0.3751773,0.54102564,0.0,-0.032258064,0.625,0.041666668,0.0,0.375,-0.2627586,0.0,-0.5625,0.375,-0.8125,-0.125,0.4503876,0.0,0.0,-0.42137095,-0.875,0.625,-0.53809524,0.0,0.625,0.4503876,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,0.875,0.61025643,0.0,0.0,0.0,0.9354839,0.0,0.20698924,0.0,0.375,-0.5,0.0,0.0,-0.12903225,0.625,0.0,0.0,0.0,0.0,-0.5,0.0,0.9705882,0.0,0.20698924,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.75,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.75,0.625
cell_1915,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.018867925,-0.75,-0.75,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.06666667,0.2632184,-0.125,0.44700462,0.4375,-0.1920123,-0.125,0.1875,-0.13233924,-0.125,0.75,0.1875,-0.8125,-0.25,0.13333334,-0.125,-0.125,0.5620347,-0.875,0.4375,0.12222222,-0.125,0.4375,0.13333334,-0.3125,0.032258064,0.4375,-0.3125,-0.125,-0.125,-0.125,0.16129032,0.25,-0.4375,-0.125,0.9375,0.5929078,-0.125,-0.125,-0.125,0.9354839,-0.125,0.7064516,-0.125,0.1875,0.6875,-0.125,-0.125,-0.2580645,0.4375,-0.125,-0.125,-0.125,-0.125,0.6875,-0.125,0.9166667,-0.125,0.7064516,-0.125,0.875,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.9375,0.9375,0.8125,-0.8125,0.032258064,-0.3125,-0.125,-0.125,0.32258064,0.5625,-0.22580644,0.1875,0.1875,0.1875,0.4375,0.1875,0.1875,0.1875,0.5625,0.4375
cell_2057,0.625,0.625,0.625,-0.9375,0.875,0.875,0.875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.875,-0.03448276,0.625,0.625,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.06666667,0.20537634,-0.1875,-0.23387097,0.4375,0.61290324,-0.1875,0.1875,0.0862069,-0.1875,-0.6875,0.1875,0.6875,-0.3125,0.5679245,-0.1875,-0.1875,-0.41935483,-0.875,0.4375,0.18911564,-0.1875,0.4375,0.5679245,0.8125,3.330669e-16,0.4375,0.8125,-0.1875,-0.1875,-0.1875,0.12903225,0.25,-0.4375,-0.1875,0.9375,0.5659864,-0.1875,-0.1875,-0.1875,0.9354839,-0.1875,-0.032258064,-0.1875,0.1875,-0.625,-0.1875,-0.1875,-0.29032257,0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.625,-0.1875,0.8684211,-0.1875,-0.032258064,-0.1875,0.875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.9375,0.9375,0.125,0.6875,3.330669e-16,0.8125,-0.1875,-0.1875,0.32258064,0.5625,0.6502016,0.1875,0.1875,0.1875,0.4375,0.1875,0.1875,0.1875,0.5625,0.4375
cell_5024,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.875,-0.2579023,-0.75,-0.75,-0.9375,-0.9375,0.375,0.61290324,0.61290324,0.41632652,0.57560974,0.0,0.6735791,0.6875,0.11225806,0.0,0.375,0.38387424,0.0,-0.5,0.375,-0.8125,-0.125,0.4888889,0.0,0.0,-0.34792626,-0.875,0.6875,-0.46774194,0.0,0.6875,0.4888889,-0.1875,0.28341013,0.6875,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,0.5625,0.18850575,0.0,0.0,0.0,0.7419355,0.0,0.20698924,0.0,0.375,-0.4375,0.0,0.0,-0.12903225,0.6875,0.0,0.0,0.0,0.0,-0.4375,0.0,0.9705882,0.0,0.20698924,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.5625,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.5483871,0.8125,-0.09677419,0.375,0.375,0.375,0.6875,0.375,0.375,0.375,0.8125,0.6875
cell_604,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.875,-0.2579023,-0.75,-0.75,-0.9375,-0.9375,0.4375,0.6451613,0.6451613,0.4904762,0.56666666,0.0625,0.032258064,0.6875,0.11225806,0.0625,0.4375,-0.13118441,0.0625,-0.5,0.4375,-0.8125,-0.0625,0.56666666,0.0625,0.0625,-0.23185484,-0.875,0.6875,-0.4090909,0.0625,0.6875,0.56666666,-0.125,0.2580645,0.6875,-0.125,0.0625,0.0625,0.0625,0.38709676,0.5,-0.25,0.0625,0.9375,0.6894309,0.0625,0.0625,0.0625,0.9354839,0.0625,0.22580644,0.0625,0.4375,-0.4375,0.0625,0.0625,-0.06451613,0.6875,0.0625,0.0625,0.0625,0.0625,-0.4375,0.0625,0.9166667,0.0625,0.22580644,0.0625,0.875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.9375,0.9375,0.375,-0.8125,0.2580645,-0.125,0.0625,0.0625,0.58064514,0.8125,-0.032258064,0.4375,0.4375,0.4375,0.6875,0.4375,0.4375,0.4375,0.8125,0.6875
cell_5458,0.75,0.75,0.75,-0.9375,-0.3125,-0.3125,-0.3125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,-0.3125,0.18659005,0.75,0.75,-0.9375,-0.9375,0.3125,0.48387095,0.48387095,0.17777778,0.43636364,-0.0625,-0.12903225,0.5625,0.7096774,-0.0625,0.3125,-0.43103448,-0.0625,0.8125,0.3125,-0.8125,-0.1875,0.2871795,-0.0625,-0.0625,-0.5629032,-0.875,0.5625,-0.6422764,-0.0625,0.5625,0.2871795,-0.25,0.20698924,0.5625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.4375,-0.0625,0.875,0.54108524,-0.0625,-0.0625,-0.0625,0.63412565,-0.0625,0.12580645,-0.0625,0.3125,-0.625,-0.0625,-0.0625,-0.2715054,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.625,-0.0625,0.9705882,-0.0625,0.12580645,-0.0625,-0.3125,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.875,0.875,0.25,-0.8125,0.20698924,-0.25,-0.0625,-0.0625,0.4516129,0.625,-0.16129032,0.3125,0.3125,0.3125,0.5625,0.3125,0.3125,0.3125,0.625,0.5625
cell_4904,0.8125,0.8125,0.8125,-0.9375,0.9375,0.9375,0.9375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,0.9375,0.14303958,0.8125,0.8125,-0.9375,-0.9375,0.25,0.4516129,0.4516129,0.13100775,0.34242424,-0.125,-0.16568916,0.5,0.7419355,-0.125,0.25,-0.5,-0.125,-0.6875,0.25,0.75,-0.25,0.2025641,-0.125,-0.125,-0.47653958,-0.875,0.5,-0.6333333,-0.125,0.5,0.2025641,-0.3125,0.06451613,0.5,-0.3125,-0.125,-0.125,-0.125,0.19354838,0.3125,-0.4375,-0.125,1.0,0.67346936,-0.125,-0.125,-0.125,1.0,-0.125,0.032258064,-0.125,0.25,-0.625,-0.125,-0.125,-0.2580645,0.5,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.77721775,-0.125,0.032258064,-0.125,0.9375,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,1.0,1.0,0.1875,0.75,0.06451613,-0.3125,-0.125,-0.125,0.38709676,0.625,-0.22580644,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.625,0.5
cell_2016,0.6875,0.6875,0.6875,-0.9375,0.9375,0.9375,0.9375,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.9375,0.09330629,0.6875,0.6875,-0.9375,-0.9375,0.3125,0.48387095,0.48387095,0.21085271,0.43636364,-0.0625,-0.09677419,0.5625,0.67741936,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.8125,-0.1875,0.2871795,-0.0625,-0.0625,-0.49283153,-0.875,0.5625,-0.6076923,-0.0625,0.5625,0.2871795,-0.25,0.20698924,0.5625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.8125,0.4923077,-0.0625,-0.0625,-0.0625,0.9032258,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.8376344,-0.0625,0.12580645,-0.0625,0.9375,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.8125,0.8125,0.25,-0.8125,0.20698924,-0.25,-0.0625,-0.0625,0.4516129,0.625,-0.16129032,0.3125,0.3125,0.3125,0.5625,0.3125,0.3125,0.3125,0.625,0.5625
cell_5940,0.5,0.5,0.5,-0.9375,0.6875,0.6875,0.6875,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.6875,0.18314177,0.5,0.5,-0.9375,-0.9375,0.125,0.29032257,0.29032257,-0.033333335,0.1,-0.25,-0.3983871,0.3125,0.48387095,-0.25,0.125,-0.5671182,-0.25,0.625,0.125,-0.8125,-0.375,0.56462586,-0.25,-0.25,-0.4516129,-0.875,0.3125,-0.5177305,-0.25,0.3125,0.56462586,0.875,-0.06451613,0.3125,0.875,-0.25,-0.25,-0.25,0.06451613,0.75,-0.5,-0.25,0.9375,0.5031447,-0.25,-0.25,-0.25,0.83870965,-0.25,-0.09677419,-0.25,0.125,-0.625,-0.25,-0.25,-0.3548387,0.3125,-0.25,-0.25,-0.25,-0.25,-0.625,-0.25,0.825,-0.25,-0.09677419,-0.25,0.6875,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.9375,0.9375,0.0625,-0.8125,-0.06451613,0.875,-0.25,-0.25,0.22580644,0.4375,0.67652327,0.125,0.125,0.125,0.3125,0.125,0.125,0.125,0.4375,0.3125
cell_670,-0.75,-0.75,-0.75,-0.9375,0.75,0.75,0.75,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.75,-0.47916666,-0.75,-0.75,-0.9375,-0.9375,0.125,0.32258064,0.32258064,0.033333335,0.16666667,-0.1875,0.5117302,0.375,-0.27903226,-0.1875,0.125,-0.08399646,-0.1875,-0.625,0.125,-0.8125,-0.3125,0.56462586,-0.1875,-0.1875,-0.38709676,-0.875,0.375,-0.51705426,-0.1875,0.375,0.56462586,0.8125,-0.032258064,0.375,0.8125,-0.1875,-0.1875,-0.1875,0.09677419,0.1875,-0.4375,-0.1875,0.9375,0.5659864,-0.1875,-0.1875,-0.1875,0.87096775,-0.1875,0.7239089,-0.1875,0.125,-0.5625,-0.1875,-0.1875,-0.29032257,0.375,-0.1875,-0.1875,-0.1875,-0.1875,-0.5625,-0.1875,0.8684211,-0.1875,0.7239089,-0.1875,0.75,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.9375,0.9375,0.875,-0.8125,-0.032258064,0.8125,-0.1875,-0.1875,0.2580645,0.5,0.6502016,0.125,0.125,0.125,0.375,0.125,0.125,0.125,0.5,0.375
cell_3088,-0.8125,-0.8125,-0.8125,-0.9375,-0.4375,-0.4375,-0.4375,0.75,0.75,0.75,0.75,0.75,0.75,0.75,-0.4375,-0.3841829,-0.8125,-0.8125,-0.9375,-0.9375,0.1875,0.38709676,0.38709676,0.033333335,0.20537634,-0.1875,0.6502016,0.4375,-0.26539588,-0.1875,0.1875,0.4729064,-0.1875,0.75,0.1875,0.625,-0.3125,0.1,-0.1875,-0.1875,-0.41935483,-0.875,0.4375,0.11843972,-0.1875,0.4375,0.1,-0.375,3.330669e-16,0.4375,-0.375,-0.1875,-0.1875,-0.1875,0.12903225,0.25,-0.5,-0.1875,0.9375,0.5411765,-0.1875,-0.1875,-0.1875,0.6400293,-0.1875,-0.032258064,-0.1875,0.1875,-0.625,-0.1875,-0.1875,0.7239089,0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.625,-0.1875,0.8684211,-0.1875,-0.032258064,-0.1875,-0.4375,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,-0.1875,0.9375,0.9375,0.125,0.625,3.330669e-16,-0.375,-0.1875,-0.1875,0.32258064,0.5625,-0.29032257,0.1875,0.1875,0.1875,0.4375,0.1875,0.1875,0.1875,0.5625,0.4375
cell_3677,-0.75,-0.75,-0.75,-0.9375,0.875,0.875,0.875,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125,0.875,0.07151979,-0.75,-0.75,-0.9375,-0.9375,0.375,0.58064514,0.58064514,0.3751773,0.54102564,0.0,-0.032258064,0.625,0.041666668,0.0,0.375,-0.21910919,0.0,0.8125,0.375,-0.8125,-0.125,0.4503876,0.0,0.0,-0.42137095,-0.875,0.625,-0.5030303,0.0,0.625,0.4503876,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,0.9375,0.6894309,0.0,0.0,0.0,0.9354839,0.0,0.20698924,0.0,0.375,-0.5,0.0,0.0,-0.12903225,0.625,0.0,0.0,0.0,0.0,-0.5,0.0,0.9705882,0.0,0.20698924,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.75,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.75,0.625
cell_4386,0.875,0.875,0.875,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.1227422,0.875,0.875,-0.9375,-0.9375,0.3125,0.516129,0.516129,0.25555557,0.47142857,-0.0625,-0.09677419,0.5625,0.8064516,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.8125,-0.1875,0.6,-0.0625,-0.0625,-0.49283153,-0.875,0.5625,-0.6076923,-0.0625,0.5625,0.6,0.8125,0.20698924,0.5625,0.8125,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.9375,0.65426356,-0.0625,-0.0625,-0.0625,0.75127333,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.9705882,-0.0625,0.12580645,-0.0625,-0.25,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.9375,0.9375,0.25,-0.8125,0.20698924,0.8125,-0.0625,-0.0625,0.4516129,0.6875,0.77073735,0.3125,0.3125,0.3125,0.5625,0.3125,0.3125,0.3125,0.6875,0.5625
cell_717,-0.8125,-0.8125,-0.8125,0.6875,0.875,0.875,0.875,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.875,0.11781609,-0.8125,-0.8125,0.6875,0.6875,0.3125,0.48387095,0.48387095,0.21085271,0.43636364,-0.0625,-0.09677419,0.5625,-0.18373072,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.875,-0.1875,0.2871795,-0.0625,-0.0625,-0.49283153,-0.9375,0.5625,-0.6076923,-0.0625,0.5625,0.2871795,-0.25,0.20698924,0.5625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.9375,0.65426356,-0.0625,-0.0625,-0.0625,0.9354839,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.9705882,-0.0625,0.12580645,-0.0625,0.875,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.9375,0.9375,0.25,-0.875,0.20698924,-0.25,-0.0625,-0.0625,0.4516129,0.625,-0.16129032,0.3125,0.3125,0.3125,0.5625,0.3125,0.3125,0.3125,0.625,0.5625
cell_431,-0.75,-0.75,-0.75,-0.9375,0.75,0.75,0.75,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,0.75,-0.43360233,-0.75,-0.75,-0.9375,-0.9375,0.375,0.5483871,0.5483871,0.33333334,0.5063063,0.0,-0.032258064,0.625,-0.032258064,0.0,0.375,-0.2627586,0.0,-0.5625,0.375,-0.8125,-0.125,0.4113821,0.0,0.0,-0.42137095,-0.875,0.625,-0.53809524,0.0,0.625,0.4113821,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,0.8125,0.5297297,0.0,0.0,0.0,0.8064516,0.0,0.20698924,0.0,0.375,-0.5,0.0,0.0,-0.12903225,0.625,0.0,0.0,0.0,0.0,-0.5,0.0,0.9705882,0.0,0.20698924,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.8125,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.6875,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.6875,0.625
cell_3386,-0.75,-0.75,-0.75,-0.9375,0.9375,0.9375,0.9375,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,0.9375,-0.24206896,-0.75,-0.75,-0.9375,-0.9375,0.375,0.5483871,0.5483871,0.33333334,0.5063063,0.0,-0.032258064,0.625,-0.032258064,0.0,0.375,-0.2627586,0.0,-0.5625,0.375,-0.8125,-0.125,0.4113821,0.0,0.0,-0.42137095,-0.875,0.625,-0.53809524,0.0,0.625,0.4113821,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.3125,0.0,1.0,0.76744187,0.0,0.0,0.0,1.0,0.0,0.20698924,0.0,0.375,-0.5,0.0,0.0,-0.12903225,0.625,0.0,0.0,0.0,0.0,-0.5,0.0,0.8376344,0.0,0.20698924,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3125,-0.8125,0.28341013,-0.1875,0.0,0.0,0.516129,0.6875,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.6875,0.625
cell_2751,-0.875,-0.875,-0.875,-0.9375,-0.4375,-0.4375,-0.4375,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.6875,-0.4375,-0.7586207,-0.875,-0.875,-0.9375,-0.9375,0.0625,0.33387098,0.33387098,0.6028369,0.13333334,-0.25,0.42215988,0.375,-0.4208211,-0.25,0.0625,0.3045977,-0.25,-0.6875,0.0625,0.625,-0.375,0.6745098,-0.25,-0.25,0.5231855,0.5625,0.375,0.036363635,-0.25,0.375,0.6745098,0.9375,-0.09677419,0.375,0.9375,-0.25,-0.25,-0.25,0.032258064,0.125,0.8125,-0.25,0.25,0.427907,-0.25,-0.25,-0.25,-0.09677419,-0.25,0.67652327,-0.25,0.0625,0.75,-0.25,-0.25,-0.38709676,0.375,-0.25,-0.25,-0.25,-0.25,0.75,-0.25,0.825,-0.25,0.67652327,-0.25,-0.4375,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.25,0.25,0.875,0.625,-0.09677419,0.9375,-0.25,-0.25,0.22580644,0.5,0.75127333,0.0625,0.0625,0.0625,0.375,0.0625,0.0625,0.0625,0.5,0.375
cell_5493,-0.8125,-0.8125,-0.8125,-0.9375,0.8125,0.8125,0.8125,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.8125,-0.42551723,-0.8125,-0.8125,-0.9375,-0.9375,0.3125,0.516129,0.516129,0.25555557,0.47142857,-0.0625,-0.09677419,0.5625,-0.1061828,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.875,-0.1875,0.3292683,-0.0625,-0.0625,-0.49283153,0.875,0.5625,-0.6076923,-0.0625,0.5625,0.3292683,-0.25,0.20698924,0.5625,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.9375,0.65426356,-0.0625,-0.0625,-0.0625,0.9032258,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.5625,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.9705882,-0.0625,0.12580645,-0.0625,0.8125,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.9375,0.9375,0.25,-0.875,0.20698924,-0.25,-0.0625,-0.0625,0.4516129,0.6875,-0.16129032,0.3125,0.3125,0.3125,0.5625,0.3125,0.3125,0.3125,0.6875,0.5625
cell_2152,1.0,1.0,1.0,-0.9375,0.9375,0.9375,0.9375,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.9375,0.31527093,1.0,1.0,-0.9375,-0.9375,0.3125,0.4516129,0.4516129,0.16504066,0.40107527,-0.0625,-0.09677419,0.5,0.8064516,-0.0625,0.3125,-0.38505748,-0.0625,-0.625,0.3125,-0.8125,-0.1875,0.24414414,-0.0625,-0.0625,-0.49283153,-0.875,0.5,-0.6076923,-0.0625,0.5,0.24414414,-0.25,0.20698924,0.5,-0.25,-0.0625,-0.0625,-0.0625,0.2580645,0.375,-0.375,-0.0625,0.8125,0.4923077,-0.0625,-0.0625,-0.0625,0.9032258,-0.0625,0.12580645,-0.0625,0.3125,-0.5625,-0.0625,-0.0625,-0.19354838,0.5,-0.0625,-0.0625,-0.0625,-0.0625,-0.5625,-0.0625,0.8376344,-0.0625,0.12580645,-0.0625,0.9375,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,-0.0625,0.8125,0.8125,0.25,-0.8125,0.20698924,-0.25,-0.0625,-0.0625,0.41935483,0.5625,-0.16129032,0.3125,0.3125,0.3125,0.5,0.3125,0.3125,0.3125,0.5625,0.5
cell_694,0.6875,0.6875,0.6875,-0.9375,0.875,0.875,0.875,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.38386467,0.6875,0.6875,-0.9375,-0.9375,0.25,0.4516129,0.4516129,0.13100775,0.34242424,-0.125,-0.16568916,0.5,0.67741936,-0.125,0.25,-0.46120688,-0.125,0.75,0.25,-0.8125,-0.25,0.2025641,-0.125,-0.125,-0.47653958,-0.875,0.5,-0.5968992,-0.125,0.5,0.2025641,-0.3125,0.06451613,0.5,-0.3125,-0.125,-0.125,-0.125,0.19354838,0.3125,-0.4375,-0.125,1.0,0.67346936,-0.125,-0.125,-0.125,0.9677419,-0.125,0.032258064,-0.125,0.25,-0.625,-0.125,-0.125,-0.2580645,0.5,-0.125,-0.125,-0.125,-0.125,-0.625,-0.125,0.84724855,-0.125,0.032258064,-0.125,0.875,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,1.0,1.0,0.1875,-0.8125,0.06451613,-0.3125,-0.125,-0.125,0.38709676,0.625,-0.22580644,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.625,0.5
cell_4324,-0.8125,-0.8125,-0.8125,-0.9375,-0.25,-0.25,-0.25,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.25,-0.7400862,-0.8125,-0.8125,-0.9375,-0.9375,0.375,0.58064514,0.58064514,0.34217688,0.54102564,0.0,-0.06451613,0.625,-0.032258064,0.0,0.375,-0.35529557,0.0,-0.625,0.375,-0.875,-0.125,0.4503876,0.0,0.0,-0.49283153,0.8125,0.625,-0.6076923,0.0,0.625,0.4503876,-0.1875,0.28341013,0.625,-0.1875,0.0,0.0,0.0,0.32258064,0.4375,-0.375,0.0,0.9375,0.65426356,0.0,0.0,0.0,0.75127333,0.0,0.20698924,0.0,0.375,-0.5625,0.0,0.0,-0.19032258,0.625,0.0,0.0,0.0,0.0,-0.5625,0.0,0.9705882,0.0,0.20698924,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.9375,0.3125,-0.875,0.28341013,-0.1875,0.0,0.0,0.516129,0.75,-0.09677419,0.375,0.375,0.375,0.625,0.375,0.375,0.375,0.75,0.625
cell_457,0.6875,0.6875,0.6875,-0.9375,0.75,0.75,0.75,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,-0.625,0.75,0.03448276,0.6875,0.6875,-0.9375,-0.9375,0.25,0.4516129,0.4516129,0.16504066,0.34242424,-0.125,-0.12903225,0.5,0.67741936,-0.125,0.25,-0.41710874,-0.125,-0.625,0.25,-0.8125,-0.25,0.2025641,-0.125,-0.125,-0.3983871,-0.875,0.5,-0.5601626,-0.125,0.5,0.2025641,-0.3125,0.06451613,0.5,-0.3125,-0.125,-0.125,-0.125,0.19354838,0.3125,-0.375,-0.125,0.9375,0.62222224,-0.125,-0.125,-0.125,0.87096775,-0.125,0.032258064,-0.125,0.25,-0.5625,-0.125,-0.125,0.77721775,0.5,-0.125,-0.125,-0.125,-0.125,-0.5625,-0.125,0.9166667,-0.125,0.032258064,-0.125,0.75,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,-0.125,0.9375,0.9375,0.1875,-0.8125,0.06451613,-0.3125,-0.125,-0.125,0.38709676,0.625,-0.22580644,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.625,0.5
